label,support_pos,support_neg,ap,auc,f1,precision,recall,accuracy,balanced_accuracy,mcc,specificity,lr_plus,tp,fp,fn,tn
smoky,14,1058,0.38484868431203134,0.915136375911423,0.5333333333333333,0.5,0.5714285714285714,0.9869402985074627,0.781933567377781,0.5279486498130453,0.9924385633270313,75.57142856142036,8,8,6,1050
soapy,10,1062,0.09286589324846842,0.9241996233521658,0.16,0.1,0.4,0.960820895522388,0.6830508474576067,0.185692410359912,0.9661016949152534,11.799999999650442,4,36,6,1026
solvent,12,1060,0.5136669141256296,0.9349056603773584,0.5263157894736842,0.7142857142857143,0.4166666666666667,0.9916044776119403,0.7073899371069005,0.5417980122054764,0.9981132075471689,220.83333321616936,5,2,7,1058
sour,14,1058,0.4817409608957099,0.8487037537132056,0.5454545454545454,0.75,0.42857142857142855,0.9906716417910447,0.7133405347015775,0.5628522663283968,0.9981096408317571,226.71428559422898,6,2,8,1056
spicy,90,982,0.303427570129045,0.7763181715320207,0.34101382488479265,0.29133858267716534,0.4111111111111111,0.8666044776119403,0.6597307083050437,0.27414330678010324,0.9083503054989808,4.485679012296641,37,90,53,892
sulfurous,79,993,0.7608980697037028,0.983530281591393,0.7904191616766467,0.75,0.8354430379746836,0.9673507462686567,0.9066439761877388,0.7740938614756075,0.9778449144008047,37.708860757789516,66,22,13,971
sweet,275,797,0.5695367733412771,0.7825938177255618,0.5672727272727273,0.5672727272727273,0.5672727272727273,0.7779850746268657,0.7089814075510421,0.4179628151020874,0.850690087829359,3.799297173389331,156,119,119,678
tea,10,1062,0.12361190514544802,0.7593220338983051,0.16666666666666666,0.5,0.1,0.9906716417910447,0.5495291902071509,0.22067167665237108,0.9990583804143117,106.1999998871037,1,1,9,1061
tobacco,20,1052,0.20389852834797495,0.8619296577946768,0.24390243902439024,0.23809523809523808,0.25,0.9710820895522388,0.6173954372623508,0.2292414125249668,0.984790874524714,16.437499998917552,5,16,15,1036
tropical,72,1000,0.3914111746603004,0.8636666666666667,0.484375,0.5535714285714286,0.4305555555555556,0.9384328358208955,0.7027777777777743,0.4562214870480614,0.974999999999999,17.22222222153239,31,25,41,975
vanilla,22,1050,0.6156324790984313,0.9274458874458874,0.5945945945945946,0.7333333333333333,0.5,0.9860074626865671,0.7480952380952263,0.5989234133045978,0.9961904761904753,131.24999996551003,11,4,11,1046
vegetable,58,1014,0.2919399858273178,0.8677990886213698,0.3609022556390977,0.32,0.41379310344827586,0.9207089552238806,0.6817486227300511,0.3223709414908591,0.9497041420118334,8.227180527219499,24,51,34,963
violet,13,1059,0.4372633405976993,0.9072419554005956,0.5185185185185185,0.5,0.5384615384615384,0.9878731343283582,0.7659257645093127,0.512747104591788,0.9933899905571285,81.46153844919766,7,7,6,1052
warm,19,1053,0.0941223396191038,0.6996051382016295,0.22727272727272727,0.2,0.2631578947368421,0.9682835820895522,0.6220822712050709,0.21346674938181262,0.9810066476733135,13.855263157163895,5,20,14,1033
waxy,95,977,0.4941835656969867,0.920831762107418,0.5794392523364486,0.5210084033613446,0.6526315789473685,0.9160447761194029,0.7971448580509577,0.5376347957982276,0.9416581371545538,11.186334256502333,62,57,33,920
winey,44,1028,0.30678136070629275,0.8903873363990096,0.3595505617977528,0.35555555555555557,0.36363636363636365,0.9468283582089553,0.6677131234524185,0.33183978992332536,0.9717898832684816,12.8902821312038,16,29,28,999
woody,129,943,0.6357339174683714,0.87669239685319,0.6028368794326241,0.5555555555555556,0.6589147286821705,0.8955223880597015,0.793402221180955,0.5458089130286282,0.9278897136797445,9.137596899097892,85,68,44,875
odorless,135,937,0.8591627112300474,0.9536977746155973,0.7970479704797048,0.7941176470588235,0.8,0.9486940298507462,0.8850586979722483,0.767690620981853,0.9701173959445026,26.771428570531505,108,28,27,909
