label,support_pos,support_neg,ap,auc,f1,precision,recall,accuracy,balanced_accuracy,mcc,specificity,lr_plus,tp,fp,fn,tn
herbal,147,910,0.39793904562807475,0.7952679973088136,0.4381443298969072,0.35269709543568467,0.5782312925170068,0.793755912961211,0.7034013605442153,0.3355132007305315,0.8285714285714276,3.3730158729961555,85,156,62,754
honey,29,1028,0.32277069885659176,0.8184288206091507,0.4,0.7272727272727273,0.27586206896551724,0.9772942289498581,0.6364718905138819,0.43934589694028675,0.9970817120622559,94.52873559976037,8,3,21,1025
hyacinth,11,1046,0.09626791783159723,0.7614288197462193,0.23076923076923078,0.2,0.2727272727272727,0.9810785241248817,0.6306274986963195,0.22415441765320016,0.9885277246653911,23.772727270651064,3,12,8,1034
jasmin,20,1037,0.4348298148953834,0.8658148505303761,0.5454545454545454,0.6923076923076923,0.45,0.9858088930936613,0.7230713596914059,0.5515136435583867,0.9961427193828343,116.66249996972441,9,4,11,1033
juicy,10,1047,0.18975612576357037,0.869054441260745,0.2222222222222222,0.25,0.2,0.9867549668874173,0.5971346704870956,0.21699257331941146,0.9942693409742112,34.89999999390112,2,6,8,1041
lactonic,14,1043,0.24570735994613607,0.8470072592795508,0.2727272727272727,0.375,0.21428571428571427,0.9848628192999054,0.6047459252157158,0.2763379728209774,0.9952061361457326,44.69999999066446,3,5,11,1038
leafy,27,1030,0.07349498343240128,0.7274361740381157,0.13095238095238096,0.07801418439716312,0.4074074074074074,0.8618732261116367,0.6405969075871909,0.13048150745309628,0.8737864077669896,3.227920227894515,11,130,16,900
leathery,10,1047,0.21705429821240285,0.8839541547277937,0.32,0.26666666666666666,0.4,0.9839167455061495,0.6947468958930073,0.31878244083945106,0.9894937917860546,38.072727269096625,4,11,6,1036
lemon,16,1041,0.15374512961952497,0.8310518731988472,0.32,0.4444444444444444,0.25,0.9839167455061495,0.6225984630163223,0.3258355615650086,0.9951969260326601,52.049999989151004,4,5,12,1036
lily,14,1043,0.10352607853169403,0.8767292151760033,0.23529411764705882,0.16216216216216217,0.42857142857142855,0.9631031220435194,0.6994247363374723,0.2480928489658201,0.9702780441035466,14.419354838223073,6,31,8,1012
meaty,58,999,0.6174360050941629,0.9527285906596251,0.5853658536585366,0.5538461538461539,0.6206896551724138,0.9517502365184485,0.7958303130716865,0.5608631351319077,0.97097097097097,21.381688465374097,36,29,22,970
medicinal,14,1043,0.39986745025624704,0.9493220106834681,0.5185185185185185,0.5384615384615384,0.5,0.9877010406811731,0.7471236816874218,0.5126590256303976,0.9942473633748793,86.91666665153839,7,6,7,1037
melon,27,1030,0.32748627666613195,0.8273642574613449,0.38596491228070173,0.36666666666666664,0.4074074074074074,0.9668874172185431,0.694480402732822,0.369539176028733,0.9815533980582516,22.085769979307727,11,19,16,1011
metallic,27,1030,0.23430727341271823,0.818554476806904,0.2641509433962264,0.2692307692307692,0.25925925925925924,0.9631031220435194,0.6204063286587507,0.24528093774045745,0.9815533980582516,14.054580895923099,7,19,20,1011
milky,17,1040,0.18690715023813448,0.7399886877828055,0.2962962962962963,0.4,0.23529411764705882,0.9820245979186376,0.6147624434389067,0.29826175675811034,0.9942307692307684,40.784313718412385,4,6,13,1034
mint,45,1012,0.46374364940037116,0.8839262187088275,0.46153846153846156,0.4067796610169492,0.5333333333333333,0.9470198675496688,0.7493741765480831,0.4386182636194671,0.9654150197628448,15.420952380505696,24,35,21,977
muguet,11,1046,0.27607980746574784,0.9094385537980185,0.43478260869565216,0.4166666666666667,0.45454545454545453,0.9877010406811731,0.7239266469667789,0.42899199604031524,0.9933078393881445,67.92207791191383,5,7,6,1039
mushroom,20,1037,0.1597093676447677,0.8670202507232401,0.21739130434782608,0.19230769230769232,0.25,0.9659413434247871,0.6148746383799355,0.2020889290125956,0.9797492767598834,12.345238094627344,5,21,15,1016
musk,20,1037,0.6654738375523243,0.9182256509161041,0.6153846153846154,0.631578947368421,0.6,0.9858088930936613,0.7966248794599653,0.6083681498796709,0.9932497589199606,88.88571427253103,12,7,8,1030
musty,39,1018,0.2164531056438569,0.8244169059493225,0.28125,0.36,0.23076923076923078,0.956480605487228,0.6075260692156532,0.2667719141573935,0.9842829076620815,14.682692306756785,9,16,30,1002
natural,15,1042,0.025070730318048844,0.6430582213691619,0.045454545454545456,0.034482758620689655,0.06666666666666667,0.9602649006622517,0.519897632757515,0.028814782076555974,0.9731285988483677,2.4809523808598097,1,28,14,1014
nutty,72,985,0.5353134735843691,0.8746474901297236,0.5128205128205128,0.6666666666666666,0.4166666666666667,0.9460737937559129,0.7007191201353604,0.5009640837289407,0.9847715736040599,27.36111110931214,30,15,42,970
oily,76,981,0.33575984375669493,0.8226299694189602,0.42857142857142855,0.4230769230769231,0.4342105263157895,0.9167455061494797,0.6941694833413776,0.3837192820880788,0.9541284403669715,9.465789473477537,33,45,43,936
onion,35,1022,0.6659717086200901,0.9818003913894325,0.6027397260273972,0.5789473684210527,0.6285714285714286,0.9725638599810785,0.8064579256359983,0.5890897049897956,0.9843444227005861,40.14999999743171,22,16,13,1006
orange,19,1038,0.3299286757731079,0.8657336984078694,0.3870967741935484,0.5,0.3157894736842105,0.9820245979186376,0.6550045634316919,0.3887775592310204,0.9942196531791899,54.63157893790644,6,6,13,1032
orris,11,1046,0.11974853050553293,0.8677211889448984,0.18181818181818182,0.12121212121212122,0.36363636363636365,0.9659413434247871,0.6679558491221802,0.1960109642582564,0.9722753346080297,13.115987460340365,4,29,7,1017
peach,18,1039,0.2251699664970796,0.8682493850925035,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9772942289498581,0.6608918832210362,0.3217837664420918,0.9884504331087576,28.861111108608505,6,12,12,1027
pear,26,1031,0.3742940953468039,0.914310229053197,0.5,0.4666666666666667,0.5384615384615384,0.9735099337748344,0.7614713123927371,0.4877802364253421,0.9844810863239565,34.69711538237637,14,16,12,1015
phenolic,36,1021,0.5800199703430127,0.9271411470236153,0.6376811594202898,0.6666666666666666,0.6111111111111112,0.9763481551561022,0.8001686799434016,0.6261127448383489,0.9892262487757091,56.72222221695049,22,11,14,1010
pine,16,1041,0.34646393313348095,0.8903097982708934,0.5333333333333333,0.5714285714285714,0.5,0.9867549668874173,0.7471181556195805,0.5278540202924232,0.9942363112391922,86.74999998493024,8,6,8,1035
pineapple,40,1017,0.34828237872154455,0.8943215339233039,0.4186046511627907,0.30337078651685395,0.675,0.9290444654683065,0.8070181907571199,0.4219411613562156,0.9390363815142567,11.072177419172778,27,62,13,955
plum,11,1046,0.09788208353516094,0.8825830001738223,0.14285714285714285,0.3333333333333333,0.09090909090909091,0.988647114474929,0.5444985225099902,0.16976839350171596,0.9980879541108978,47.54545452056229,1,2,10,1044
potato,11,1046,0.15603991048518037,0.9278637232748133,0.3448275862068966,0.2777777777777778,0.45454545454545453,0.9820245979186376,0.7210585781331268,0.3467811851154134,0.9875717017208404,36.57342657047788,5,13,6,1033
powdery,31,1026,0.12630603183314132,0.7901653776017104,0.24,0.17391304347826086,0.3870967741935484,0.9280983916745507,0.6657706093189898,0.22645871523460873,0.9444444444444436,6.967741935358127,12,57,19,969
pungent,38,1019,0.34080463455643006,0.8684985279685966,0.39215686274509803,0.3125,0.5263157894736842,0.9413434247871334,0.7415681008212311,0.37712372915564785,0.956820412168792,12.18899521502813,20,44,18,975
radish,11,1046,0.3845800917776392,0.8964018772814184,0.5,0.8,0.36363636363636365,0.9924314096499527,0.6813401703458895,0.536405630399712,0.9990439770554485,380.36363596539144,4,1,7,1045
ripe,17,1040,0.19085840803087736,0.8690045248868778,0.2891566265060241,0.18181818181818182,0.7058823529411765,0.9441816461684012,0.8269796380090286,0.3400032275470304,0.9480769230769223,13.594771241567228,12,54,5,986
roasted,60,997,0.5090402224005857,0.9248746238716148,0.5660377358490566,0.45454545454545453,0.75,0.934720908230842,0.8479187562687996,0.5526252066672989,0.9458375125376118,13.847222221966074,45,54,15,943
rose,63,994,0.45172376502875283,0.8875155696081249,0.48366013071895425,0.4111111111111111,0.5873015873015873,0.9252601702932829,0.7669908338922372,0.45295527594534785,0.9466800804828964,11.014675052203952,37,53,26,941
rummy,18,1039,0.23993803063237001,0.9151962356967169,0.30303030303030304,0.3333333333333333,0.2777777777777778,0.978240302743614,0.6340765693508634,0.2933238806337586,0.9903753609239645,28.86111110810828,5,10,13,1029
savory,25,1032,0.26585635707066657,0.9320542635658915,0.37681159420289856,0.29545454545454547,0.52,0.9593188268684958,0.744980620155028,0.37276962554116333,0.9699612403100767,17.310967741358027,13,31,12,1001
sharp,20,1037,0.23545576589850337,0.8162970106075217,0.32653061224489793,0.27586206896551724,0.4,0.9687795648060549,0.6898746383799317,0.3167420878888693,0.9797492767598834,19.75238095140375,8,21,12,1016
smoky,14,1043,0.29706015919933054,0.9188467333242022,0.35294117647058826,0.3,0.42857142857142855,0.97918637653737,0.7075743048897254,0.3483416334036946,0.9865771812080528,31.9285714261884,6,14,8,1029
soapy,10,1047,0.07246430853891989,0.83810888252149,0.2,0.2,0.2,0.9848628192999054,0.5961795606494643,0.19235912129894936,0.9923591212989485,26.174999996568864,2,8,8,1039
solvent,11,1046,0.35088803510540423,0.9455936033373892,0.42105263157894735,0.5,0.36363636363636365,0.9895931882686849,0.6799061359290635,0.42131354209170074,0.9961759082217965,95.09090906601293,4,4,7,1042
sour,13,1044,0.6138053188734207,0.9547597995873858,0.7,1.0,0.5384615384615384,0.9943235572374646,0.7692307692307481,0.7316998123442531,0.9999999999999991,inf,7,0,6,1044
spicy,90,967,0.3964479153801099,0.835815236125474,0.4072398190045249,0.3435114503816794,0.5,0.8760643330179754,0.7055325749741436,0.3481801511661303,0.9110651499482927,5.6220930231924715,45,86,45,881
sulfurous,78,979,0.8329400319523619,0.9807233964537335,0.7868852459016393,0.6857142857142857,0.9230769230769231,0.9631031220435194,0.9446845289541855,0.777333777156469,0.9662921348314597,27.38461538380184,72,33,6,946
sweet,278,779,0.5900557666398999,0.7892982148299332,0.5836909871244635,0.4845605700712589,0.7338129496402878,0.7246925260170294,0.7276253451667403,0.40942290371798357,0.7214377406931954,2.634287040404277,204,217,74,562
tea,11,1046,0.10610702870872807,0.7508256561793845,0.25,0.4,0.18181818181818182,0.988647114474929,0.5894750564922562,0.2646679110934596,0.9971319311663471,63.39393937181121,2,3,9,1043
tobacco,20,1037,0.19448891409727098,0.849662487945998,0.35555555555555557,0.32,0.4,0.9725638599810785,0.6918032786885142,0.34393830405438464,0.9836065573770483,24.399999998509035,8,17,12,1020
tropical,83,974,0.40255029560870814,0.8335518666039929,0.4645161290322581,0.5,0.43373493975903615,0.9214758751182592,0.6983869770663733,0.4236208396705587,0.9630390143737156,11.734939758718193,36,36,47,938
vanilla,21,1036,0.6108444003853394,0.909542195256481,0.5909090909090909,0.5652173913043478,0.6190476190476191,0.9829706717123936,0.8046975546975396,0.5828600674495087,0.9903474903474895,64.1333333266803,13,10,8,1026
vegetable,57,1000,0.3487965088732459,0.8758070175438596,0.4044943820224719,0.2975206611570248,0.631578947368421,0.8997161778618732,0.7732894736842044,0.38775706388379905,0.914999999999999,7.43034055718791,36,85,21,915
violet,13,1044,0.3234562516455544,0.85956380783967,0.47619047619047616,0.625,0.38461538461538464,0.9895931882686849,0.6908709106984816,0.4854661230285957,0.9971264367816083,133.8461537995226,5,3,8,1041
warm,19,1038,0.04536709729352134,0.7031741202717776,0.08,0.16666666666666666,0.05263157894736842,0.978240302743614,0.5239073116316786,0.08455888200199922,0.9951830443159915,10.926315787202943,1,5,18,1033
waxy,94,963,0.5417163043603604,0.904818718101677,0.5429864253393665,0.47244094488188976,0.6382978723404256,0.9044465468306528,0.7843618125980386,0.4978918359962805,0.9304257528556584,9.174341060522087,60,67,34,896
winey,44,1013,0.47420797486371835,0.9214753657004398,0.5242718446601942,0.4576271186440678,0.6136363636363636,0.9536423841059603,0.7910235125190628,0.5064048521692317,0.9684106614017759,19.425426135747642,27,32,17,981
woody,129,928,0.615713522589615,0.879936848436247,0.5848375451263538,0.5472972972972973,0.627906976744186,0.89120151371807,0.7778543504410556,0.524207512570561,0.92780172413793,8.696980215082409,81,67,48,861
odorless,135,922,0.8872998520884954,0.9548646260143007,0.8091603053435115,0.8346456692913385,0.7851851851851852,0.9526963103122044,0.8812043062585329,0.7826666050526062,0.9772234273318862,34.47336860518657,106,21,29,901
